blastdbSeqID_replaced	blastdbSeqID_original	blastdbSeqLen	genename
VFDB_9512	VFG013974(gb|WP_011104738) (fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. tomato str. DC3000]	2844	fimV
VFDB_9513	VFG013975(gb|WP_011267157) (fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. syringae B728a]	2847	fimV
VFDB_9514	VFG013979(gb|WP_011532948) (fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas entomophila L48]	2676	fimV
VFDB_9515	VFG013980(gb|WP_041774140) (fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf-5]	2601	fimV
VFDB_9516	VFG013981(gb|WP_011333356) (fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1]	2652	fimV
VFDB_9517	VFG013982(gb|WP_012018944) (fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	2796	fimV
VFDB_9518	VFG013983(gb|WP_011912930) (fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	2745	fimV
VFDB_9519	VFG013987(gb|WP_011103301) (pilR) two-component response regulator PilR [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. tomato str. DC3000]	1341	pilR
VFDB_9520	VFG013990(gb|WP_011063538) (pilR) two-component response regulator PilR [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf-5]	1335	pilR
VFDB_9521	VFG013991(gb|WP_011335994) (pilR) two-component response regulator PilR [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1]	1347	pilR
VFDB_9522	VFG013992(gb|WP_011921055) (pilR) two-component response regulator PilR [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	1341	pilR
VFDB_9523	VFG013993(gb|WP_026006503) (pilR) two-component response regulator PilR [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	1338	pilR
VFDB_9524	VFG013997(gb|WP_005769277) (pilS) two-component sensor PilS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. tomato str. DC3000]	1596	pilS
VFDB_9525	VFG013998(gb|WP_003403505) (pilS) two-component sensor PilS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. syringae B728a]	1593	pilS
VFDB_9526	VFG014000(gb|WP_011335993) (pilS) two-component sensor PilS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1]	1590	pilS
VFDB_9527	VFG014001(gb|WP_003243065) (pilS) two-component sensor PilS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	1593	pilS
VFDB_9528	VFG014002(gb|WP_011914664) (pilS) two-component sensor PilS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	1593	pilS
VFDB_9529	VFG014006(gb|WP_002551738) (pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. tomato str. DC3000]	411	pilG
VFDB_9530	VFG014009(gb|WP_010955560) (pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas putida KT2440]	402	pilG
VFDB_9531	VFG014012(gb|WP_011064001) (pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf-5]	405	pilG
VFDB_9532	VFG014013(gb|WP_007953330) (pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1]	405	pilG
VFDB_9533	VFG014015(gb|WP_003282729) (pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	408	pilG
VFDB_9534	VFG014019(gb|WP_003377196) (pilH) twitching motility protein PilH [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. tomato str. DC3000]	366	pilH
VFDB_9535	VFG014022(gb|WP_003249327) (pilH) twitching motility protein PilH [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas putida KT2440]	366	pilH
VFDB_9536	VFG014024(gb|WP_011536047) (pilH) twitching motility protein PilH [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas entomophila L48]	366	pilH
VFDB_9537	VFG014028(gb|WP_003297216) (pilH) twitching motility protein PilH [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	366	pilH
VFDB_9538	VFG014032(gb|WP_011105281) (pilI) twitching motility protein PilI [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. tomato str. DC3000]	540	pilI
VFDB_9539	VFG014037(gb|WP_011536046) (pilI) twitching motility protein PilI [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas entomophila L48]	558	pilI
VFDB_9540	VFG014038(gb|WP_011063999) (pilI) twitching motility protein PilI [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf-5]	540	pilI
VFDB_9541	VFG014039(gb|WP_011336364) (pilI) twitching motility protein PilI [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1]	540	pilI
VFDB_9542	VFG014040(gb|WP_011920657) (pilI) twitching motility protein PilI [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	534	pilI
VFDB_9543	VFG014041(gb|WP_013984316) (pilI) twitching motility protein PilI [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	537	pilI
VFDB_9544	VFG014045(gb|WP_005621029) (pilJ) twitching motility protein PilJ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. tomato str. DC3000]	2043	pilJ
VFDB_9545	VFG014048(gb|WP_010955558) (pilJ) twitching motility protein PilJ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas putida KT2440]	2061	pilJ
VFDB_9546	VFG014051(gb|WP_011063998) (pilJ) twitching motility protein PilJ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf-5]	2064	pilJ
VFDB_9547	VFG014053(gb|WP_011920658) (pilJ) twitching motility protein PilJ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	2037	pilJ
VFDB_9548	VFG014054(gb|WP_011914956) (pilJ) twitching motility protein PilJ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	2049	pilJ
VFDB_9549	VFG014058(gb|WP_011920659) (pilK) methyltransferase PilK [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	861	pilK
VFDB_9550	VFG014059(gb|WP_011914955) (pilK) methyltransferase PilK [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	867	pilK
VFDB_9551	VFG014061(gb|WP_012074001) (chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PA7]	7377	chpA
VFDB_9552	VFG014062(gb|WP_004365046) (chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa UCBPP-PA14]	7431	chpA
VFDB_9553	VFG014064(gb|WP_011266435) (chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. syringae B728a]	5979	chpA
VFDB_9554	VFG014068(gb|WP_044488903) (chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas entomophila L48]	5271	chpA
VFDB_9555	VFG014069(gb|WP_011063997) (chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf-5]	5910	chpA
VFDB_9556	VFG014070(gb|WP_011336362) (chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1]	5916	chpA
VFDB_9557	VFG014071(gb|WP_041772785) (chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	7257	chpA
VFDB_9558	VFG014072(gb|WP_011914954) (chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	7335	chpA
VFDB_9559	VFG014076(gb|WP_011920661) (chpB) probable methylesterase [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	1020	chpB
VFDB_9560	VFG014077(gb|WP_011914953) (chpB) probable methylesterase [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	1053	chpB
VFDB_9561	VFG014081(gb|WP_005769407) (chpC) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. tomato str. DC3000]	471	chpC
VFDB_9562	VFG014084(gb|WP_003249336) (chpC) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas putida KT2440]	474	chpC
VFDB_9563	VFG014086(gb|WP_011536043) (chpC) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas entomophila L48]	474	chpC
VFDB_9564	VFG014087(gb|WP_011063996) (chpC) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf-5]	450	chpC
VFDB_9565	VFG014088(gb|WP_011336361) (chpC) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1]	468	chpC
VFDB_9566	VFG014089(gb|WP_011920662) (chpC) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	471	chpC
VFDB_9567	VFG014090(gb|WP_011914952) (chpC) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501]	471	chpC
VFDB_9568	VFG014097(gb|WP_011920856) (chpE) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp]	615	chpE
VFDB_9569	VFG014099(gb|NP_251849) (wbpA) UDP-N-acetyl-d-glucosamine 6-dehydrogenase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1311	wbpA
VFDB_9570	VFG014100(gb|NP_251848) (wbpB) UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	951	wbpB
VFDB_9571	VFG014101(gb|NP_251847) (PA3157) acetyltransferase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1890	PA3157
VFDB_9572	VFG014102(gb|NP_251846) (wbpD) UDP-2-acetamido-3-amino-2, 3-dideoxy-D-glucuronate N-acetyltransferase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	576	wbpD
VFDB_9573	VFG014103(gb|NP_251845) (wbpE) UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1080	wbpE
VFDB_9574	VFG014105(gb|NP_251843) (wzx) O-antigen translocase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1236	wzx
VFDB_9575	VFG014106(gb|NP_251842) (hisH2) imidazole glycerol phosphate synthase subunit HisH [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	609	hisH2
VFDB_9576	VFG014107(gb|NP_251841) (hisF2) imidazole glycerol phosphate synthase subunit HisF [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	756	hisF2
VFDB_9577	VFG014108(gb|NP_251840) (wbpG) LPS biosynthesis protein WbpG [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1134	wbpG
VFDB_9578	VFG014109(gb|NP_251839) (wbpH) glycosyltransferase WbpH [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1122	wbpH
VFDB_9579	VFG014110(gb|NP_251838) (wbpI) UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimeras [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1065	wbpI
VFDB_9580	VFG014111(gb|NP_251837) (wbpJ) glycosyl transferase WbpJ [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1242	wbpJ
VFDB_9581	VFG014112(gb|NP_251836) (wbpK) NAD-dependent epimerase/dehydratase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	951	wbpK
VFDB_9582	VFG014113(gb|NP_251835) (wbpL) glycosyltransferase WbpL [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1020	wbpL
VFDB_9583	VFG014115(gb|YP_008719764) (PA3143) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	543	PA3143
VFDB_9584	VFG014116(gb|NP_251832) (PA3142) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	306	PA3142
VFDB_9585	VFG014117(gb|NP_251831) (wbpM) nucleotide sugar epimerase/dehydratase WbpM [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	1998	wbpM
VFDB_9586	VFG014118(gb|WP_012075024) (PSPA7_RS09425) LPS O-antigen chain length determinant protein WzzB [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1050	PSPA7_RS09425
VFDB_9587	VFG014119(gb|WP_012075025) (PSPA7_RS30415) NAD-dependent 4,6-dehydratase LegB [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	981	PSPA7_RS30415
VFDB_9588	VFG014120(gb|WP_042169654) (neuC) UDP-N-acetylglucosamine 2-epimerase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1152	neuC
VFDB_9589	VFG014122(gb|WP_003150874) (PSPA7_RS30875) Gfo/Idh/MocA family oxidoreductase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1011	PSPA7_RS30875
VFDB_9590	VFG014123(gb|WP_003150878) (PSPA7_RS30430) flagellin modification protein A [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	759	PSPA7_RS30430
VFDB_9591	VFG014124(gb|WP_012075029) (PSPA7_RS31970) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1266	PSPA7_RS31970
VFDB_9592	VFG014125(gb|WP_012075030) (PSPA7_RS30880) O antigen flippase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1230	PSPA7_RS30880
VFDB_9593	VFG014126(gb|WP_012075031) (PSPA7_RS31975) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1305	PSPA7_RS31975
VFDB_9594	VFG014127(gb|WP_012075032) (PSPA7_RS09460) N-acetyl sugar amidotransferase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1143	PSPA7_RS09460
VFDB_9595	VFG014128(gb|WP_012075033) (hisF) AglZ/HisF2 family acetamidino modification protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	783	hisF
VFDB_9596	VFG014129(gb|WP_003150889) (PSPA7_RS09470) polysaccharide biosynthesis protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1035	PSPA7_RS09470
VFDB_9597	VFG014130(gb|WP_012075034) (PSPA7_RS30890) NAD-dependent epimerase/dehydratase family protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1122	PSPA7_RS30890
VFDB_9598	VFG014131(gb|WP_025297833) (wecB) UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1131	wecB
VFDB_9599	VFG014132(gb|WP_012075036) (PSPA7_RS09480) glycosyltransferase family 4 protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1254	PSPA7_RS09480
VFDB_9600	VFG014133(gb|WP_012075037) (PSPA7_RS09485) SDR family oxidoreductase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	957	PSPA7_RS09485
VFDB_9601	VFG014134(gb|WP_003150897) (PSPA7_RS09490) glycosyltransferase family 4 protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	1020	PSPA7_RS09490
VFDB_9602	VFG014136(gb|WP_011666598) (PA14_RS09460) LPS O-antigen chain length determinant protein WzzB [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	1083	PA14_RS09460
VFDB_9603	VFG014137(gb|WP_003138472) (wecB) UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	1137	wecB
VFDB_9604	VFG014138(gb|WP_003138473) (wecC) UDP-N-acetyl-D-mannosamine dehydrogenase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	1269	wecC
VFDB_9605	VFG014139(gb|WP_003138474) (PA14_RS09475) oligosaccharide flippase family protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	1263	PA14_RS09475
VFDB_9606	VFG014140(gb|WP_016254249) (PA14_RS09480) oligosaccharide repeat unit polymerase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	1335	PA14_RS09480
VFDB_9607	VFG014141(gb|WP_003138476) (PA14_RS29910) hypothetical protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	843	PA14_RS29910
VFDB_9608	VFG014142(gb|WP_016254248) (PA14_RS09485) bi-domain-containing oxidoreductase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	2145	PA14_RS09485
VFDB_9609	VFG014143(gb|WP_003138478) (PA14_RS09490) heparinase II/III family protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	1653	PA14_RS09490
VFDB_9610	VFG014144(gb|WP_003138479) (PA14_RS29915) glycosyltransferase family 4 protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	1113	PA14_RS29915
VFDB_9611	VFG014145(gb|WP_003138480) (PA14_RS29920) SDR family oxidoreductase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	954	PA14_RS29920
VFDB_9612	VFG014146(gb|WP_003138482) (PA14_RS09495) glycosyltransferase family 4 protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa UCBPP-PA14]	1017	PA14_RS09495
VFDB_9613	VFG014148(gb|NP_249768) (flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	408	flgB
VFDB_9614	VFG014151(gb|WP_005767037) (flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	408	flgB
VFDB_9615	VFG014154(gb|WP_010955103) (flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas putida KT2440]	411	flgB
VFDB_9616	VFG014157(gb|WP_011062743) (flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf-5]	408	flgB
VFDB_9617	VFG014158(gb|WP_007960328) (flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf0-1]	408	flgB
VFDB_9618	VFG014159(gb|WP_003247062) (flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	408	flgB
VFDB_9619	VFG014160(gb|WP_011912560) (flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501]	405	flgB
VFDB_9620	VFG014164(gb|WP_002554316) (flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	441	flgC
VFDB_9621	VFG014167(gb|WP_003254469) (flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas putida KT2440]	444	flgC
VFDB_9622	VFG014170(gb|WP_011062742) (flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf-5]	444	flgC
VFDB_9623	VFG014172(gb|WP_003247063) (flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	444	flgC
VFDB_9624	VFG014173(gb|WP_020307315) (flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501]	444	flgC
VFDB_9625	VFG014177(gb|WP_007244383) (flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	690	flgD
VFDB_9626	VFG014180(gb|WP_003254468) (flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas putida KT2440]	702	flgD
VFDB_9627	VFG014182(gb|WP_011534932) (flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas entomophila L48]	705	flgD
VFDB_9628	VFG014183(gb|WP_011062741) (flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf-5]	729	flgD
VFDB_9629	VFG014184(gb|WP_011335508) (flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf0-1]	729	flgD
VFDB_9630	VFG014185(gb|WP_012019041) (flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	666	flgD
VFDB_9631	VFG014186(gb|WP_011912562) (flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501]	681	flgD
VFDB_9632	VFG014190(gb|WP_005767033) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	1326	flgE
VFDB_9633	VFG014191(gb|WP_011268459) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. syringae B728a]	1329	flgE
VFDB_9634	VFG014193(gb|WP_010955102) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas putida KT2440]	1323	flgE
VFDB_9635	VFG014194(gb|WP_012051598) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas putida F1]	1755	flgE
VFDB_9636	VFG014195(gb|WP_011534931) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas entomophila L48]	1392	flgE
VFDB_9637	VFG014196(gb|WP_011062740) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf-5]	1344	flgE
VFDB_9638	VFG014197(gb|WP_011335507) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf0-1]	1332	flgE
VFDB_9639	VFG014198(gb|WP_012019040) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	1317	flgE
VFDB_9640	VFG014199(gb|WP_011912563) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501]	1317	flgE
VFDB_9641	VFG014203(gb|WP_005767027) (flgF) flagellar basal-body rod protein FlgF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	741	flgF
VFDB_9642	VFG014206(gb|WP_010955101) (flgF) flagellar basal-body rod protein FlgF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas putida KT2440]	741	flgF
VFDB_9643	VFG014209(gb|WP_011059949) (flgF) flagellar basal-body rod protein FlgF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf-5]	741	flgF
VFDB_9644	VFG014211(gb|WP_003247066) (flgF) flagellar basal-body rod protein FlgF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	741	flgF
VFDB_9645	VFG014212(gb|WP_020307317) (flgF) flagellar basal-body rod protein FlgF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501]	741	flgF
VFDB_9646	VFG014216(gb|WP_002554310) (flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	789	flgG
VFDB_9647	VFG014219(gb|WP_010955100) (flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas putida KT2440]	786	flgG
VFDB_9648	VFG014223(gb|WP_011333017) (flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf0-1]	786	flgG
VFDB_9649	VFG014229(gb|WP_007244381) (flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	714	flgH
VFDB_9650	VFG014232(gb|WP_003254461) (flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas putida KT2440]	696	flgH
VFDB_9651	VFG014235(gb|WP_011059951) (flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf-5]	696	flgH
VFDB_9652	VFG014237(gb|WP_003247068) (flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	723	flgH
VFDB_9653	VFG014238(gb|WP_011912566) (flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501]	696	flgH
VFDB_9654	VFG014242(gb|WP_005767023) (flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	1110	flgI
